	gene	symbol	samplename	normalized_counts
1	ENSG00000010610	CD4	Activated_CD4_Rep1	20951.1593295933
2	ENSG00000038382	TRIO	Activated_CD4_Rep1	132.191286449725
3	ENSG00000102245	CD40LG	Activated_CD4_Rep1	1495.84876772057
4	ENSG00000106927	AMBP	Activated_CD4_Rep1	1074.92388192013
5	ENSG00000109943	CRTAM	Activated_CD4_Rep1	323.52077999538
6	ENSG00000113758	DBN1	Activated_CD4_Rep1	758.360538053687
7	ENSG00000115414	FN1	Activated_CD4_Rep1	3423.05857543499
8	ENSG00000129988	LBP	Activated_CD4_Rep1	1016.94524751236
9	ENSG00000135744	AGT	Activated_CD4_Rep1	699.222330957757
10	ENSG00000143184	XCL1	Activated_CD4_Rep1	135.670004514192
11	ENSG00000143185	XCL2	Activated_CD4_Rep1	60.2977797840852
12	ENSG00000153563	CD8A	Activated_CD4_Rep1	47.5424802143749
13	ENSG00000171246	NPTX1	Activated_CD4_Rep1	1225.66833138035
14	ENSG00000171557	FGG	Activated_CD4_Rep1	1388.00850772211
15	ENSG00000171564	FGB	Activated_CD4_Rep1	1282.48739309997
16	ENSG00000172116	CD8B	Activated_CD4_Rep1	119.435986880015
17	ENSG00000172543	CTSW	Activated_CD4_Rep1	367.584542145288
18	ENSG00000173198	CYSLTR1	Activated_CD4_Rep1	1393.80637116289
19	ENSG00000174807	CD248	Activated_CD4_Rep1	12.7552995697103
20	ENSG00000213809	KLRK1	Activated_CD4_Rep1	126.393423008948
21	ENSG00000010610	CD4	Activated_CD4_Rep2	18010.4631652355
22	ENSG00000038382	TRIO	Activated_CD4_Rep2	126.622879247307
23	ENSG00000102245	CD40LG	Activated_CD4_Rep2	3204.9657658374
24	ENSG00000106927	AMBP	Activated_CD4_Rep2	620.921081938647
25	ENSG00000109943	CRTAM	Activated_CD4_Rep2	315.150277237742
26	ENSG00000113758	DBN1	Activated_CD4_Rep2	649.997446802844
27	ENSG00000115414	FN1	Activated_CD4_Rep2	1901.21908321698
28	ENSG00000129988	LBP	Activated_CD4_Rep2	497.112044452391
29	ENSG00000135744	AGT	Activated_CD4_Rep2	391.124004786127
30	ENSG00000143184	XCL1	Activated_CD4_Rep2	46.8973626841879
31	ENSG00000143185	XCL2	Activated_CD4_Rep2	44.0835209231366
32	ENSG00000153563	CD8A	Activated_CD4_Rep2	29.0763648641965
33	ENSG00000171246	NPTX1	Activated_CD4_Rep2	1185.56532865627
34	ENSG00000171557	FGG	Activated_CD4_Rep2	741.916277663852
35	ENSG00000171564	FGB	Activated_CD4_Rep2	837.586897539595
36	ENSG00000172116	CD8B	Activated_CD4_Rep2	22.5107340884102
37	ENSG00000172543	CTSW	Activated_CD4_Rep2	330.157433296683
38	ENSG00000173198	CYSLTR1	Activated_CD4_Rep2	1537.29554878768
39	ENSG00000174807	CD248	Activated_CD4_Rep2	20.6348395810427
40	ENSG00000213809	KLRK1	Activated_CD4_Rep2	33.7661011326153
41	ENSG00000010610	CD4	Activated_CD4_Rep3	13789.5746037563
42	ENSG00000038382	TRIO	Activated_CD4_Rep3	164.08549598041
43	ENSG00000102245	CD40LG	Activated_CD4_Rep3	3796.34170245585
44	ENSG00000106927	AMBP	Activated_CD4_Rep3	523.155704716762
45	ENSG00000109943	CRTAM	Activated_CD4_Rep3	540.203548454987
46	ENSG00000113758	DBN1	Activated_CD4_Rep3	769.283948687378
47	ENSG00000115414	FN1	Activated_CD4_Rep3	1736.74908083161
48	ENSG00000129988	LBP	Activated_CD4_Rep3	1212.52788588121
49	ENSG00000135744	AGT	Activated_CD4_Rep3	909.928659527729
50	ENSG00000143184	XCL1	Activated_CD4_Rep3	121.465886634849
51	ENSG00000143185	XCL2	Activated_CD4_Rep3	85.2392186911222
52	ENSG00000153563	CD8A	Activated_CD4_Rep3	36.2266679437269
53	ENSG00000171246	NPTX1	Activated_CD4_Rep3	1190.15259097479
54	ENSG00000171557	FGG	Activated_CD4_Rep3	3415.96168904672
55	ENSG00000171564	FGB	Activated_CD4_Rep3	4938.54723291689
56	ENSG00000172116	CD8B	Activated_CD4_Rep3	197.11569322322
57	ENSG00000172543	CTSW	Activated_CD4_Rep3	295.140794718011
58	ENSG00000173198	CYSLTR1	Activated_CD4_Rep3	1618.47966489768
59	ENSG00000174807	CD248	Activated_CD4_Rep3	39.423138644644
60	ENSG00000213809	KLRK1	Activated_CD4_Rep3	39.423138644644
61	ENSG00000010610	CD4	Activated_CD8_Rep1	1335.46819313042
62	ENSG00000038382	TRIO	Activated_CD8_Rep1	778.459011926133
63	ENSG00000102245	CD40LG	Activated_CD8_Rep1	32.8790141683087
64	ENSG00000106927	AMBP	Activated_CD8_Rep1	7.73623862783735
65	ENSG00000109943	CRTAM	Activated_CD8_Rep1	2890.45215732573
66	ENSG00000113758	DBN1	Activated_CD8_Rep1	2713.48569871395
67	ENSG00000115414	FN1	Activated_CD8_Rep1	52.2196107379021
68	ENSG00000129988	LBP	Activated_CD8_Rep1	2.901089485439
69	ENSG00000135744	AGT	Activated_CD8_Rep1	8.70326845631701
70	ENSG00000143184	XCL1	Activated_CD8_Rep1	7049.64744961678
71	ENSG00000143185	XCL2	Activated_CD8_Rep1	3586.71363383109
72	ENSG00000153563	CD8A	Activated_CD8_Rep1	25035.4352295101
73	ENSG00000171246	NPTX1	Activated_CD8_Rep1	251.427755404714
74	ENSG00000171557	FGG	Activated_CD8_Rep1	16.4395070841544
75	ENSG00000171564	FGB	Activated_CD8_Rep1	31.9119843398291
76	ENSG00000172116	CD8B	Activated_CD8_Rep1	11380.9740513772
77	ENSG00000172543	CTSW	Activated_CD8_Rep1	4389.34839146921
78	ENSG00000173198	CYSLTR1	Activated_CD8_Rep1	302.680336314136
79	ENSG00000174807	CD248	Activated_CD8_Rep1	555.07512154733
80	ENSG00000213809	KLRK1	Activated_CD8_Rep1	9302.82694997441
81	ENSG00000010610	CD4	Activated_CD8_Rep2	340.531849096801
82	ENSG00000038382	TRIO	Activated_CD8_Rep2	955.686157142635
83	ENSG00000102245	CD40LG	Activated_CD8_Rep2	123.580106527065
84	ENSG00000106927	AMBP	Activated_CD8_Rep2	13.7311229474516
85	ENSG00000109943	CRTAM	Activated_CD8_Rep2	3138.93470578745
86	ENSG00000113758	DBN1	Activated_CD8_Rep2	2514.62631577665
87	ENSG00000115414	FN1	Activated_CD8_Rep2	129.072555706045
88	ENSG00000129988	LBP	Activated_CD8_Rep2	19.2235721264323
89	ENSG00000135744	AGT	Activated_CD8_Rep2	8.23867376847099
90	ENSG00000143184	XCL1	Activated_CD8_Rep2	2001.99772573845
91	ENSG00000143185	XCL2	Activated_CD8_Rep2	1850.95537331648
92	ENSG00000153563	CD8A	Activated_CD8_Rep2	23048.1475713958
93	ENSG00000171246	NPTX1	Activated_CD8_Rep2	218.78255896273
94	ENSG00000171557	FGG	Activated_CD8_Rep2	27.4622458949033
95	ENSG00000171564	FGB	Activated_CD8_Rep2	26.5468376984065
96	ENSG00000172116	CD8B	Activated_CD8_Rep2	15672.7037322213
97	ENSG00000172543	CTSW	Activated_CD8_Rep2	4846.17099225393
98	ENSG00000173198	CYSLTR1	Activated_CD8_Rep2	278.28409173502
99	ENSG00000174807	CD248	Activated_CD8_Rep2	411.018280227053
100	ENSG00000213809	KLRK1	Activated_CD8_Rep2	8386.05448810697
101	ENSG00000010610	CD4	Activated_CD8_Rep3	657.293071364711
102	ENSG00000038382	TRIO	Activated_CD8_Rep3	832.571223728634
103	ENSG00000102245	CD40LG	Activated_CD8_Rep3	77.3834396074766
104	ENSG00000106927	AMBP	Activated_CD8_Rep3	0.932330597680441
105	ENSG00000109943	CRTAM	Activated_CD8_Rep3	3113.05186565499
106	ENSG00000113758	DBN1	Activated_CD8_Rep3	3239.84882693953
107	ENSG00000115414	FN1	Activated_CD8_Rep3	49.4135216770634
108	ENSG00000129988	LBP	Activated_CD8_Rep3	3.72932239072176
109	ENSG00000135744	AGT	Activated_CD8_Rep3	6.52631418376309
110	ENSG00000143184	XCL1	Activated_CD8_Rep3	4334.40494861637
111	ENSG00000143185	XCL2	Activated_CD8_Rep3	8846.88504138971
112	ENSG00000153563	CD8A	Activated_CD8_Rep3	23504.9866981216
113	ENSG00000171246	NPTX1	Activated_CD8_Rep3	275.969856913411
114	ENSG00000171557	FGG	Activated_CD8_Rep3	10.2556365744849
115	ENSG00000171564	FGB	Activated_CD8_Rep3	10.2556365744849
116	ENSG00000172116	CD8B	Activated_CD8_Rep3	12937.9517040115
117	ENSG00000172543	CTSW	Activated_CD8_Rep3	4769.80333773314
118	ENSG00000173198	CYSLTR1	Activated_CD8_Rep3	235.879641213152
119	ENSG00000174807	CD248	Activated_CD8_Rep3	484.811910793829
120	ENSG00000213809	KLRK1	Activated_CD8_Rep3	6756.59984139016
