	Activated_CD8_Rep1	Activated_CD8_Rep2	Activated_CD8_Rep3	Naive_CD8_Rep1	Naive_CD8_Rep2	Naive_CD8_Rep3
ENSG00000000003	66.1098197585498	34.3472184894836	77.4190824443658	40.2627401870389	148.736854559676	143.258661336782
ENSG00000000005	0	0	0	0	0	0
ENSG00000000419	2617.3901879054	3022.55522707455	2894.21337277484	1016.89228421111	1429.46335794376	1062.05293291779
ENSG00000000457	1109.90007256608	1721.76441402411	1386.34170888748	1290.47244189227	1532.7843790501	1053.43587058175
ENSG00000000460	1710.47519572473	2082.85055711868	2103.8185543312	522.383244477991	344.024938409023	393.153469082145
ENSG00000000938	71.6965650902583	8.80697909986758	21.6053253333114	1095.35300867816	56.7697918166704	1513.37157276826
ENSG00000000971	29.795975102445	9.68767700985434	9.90244077776772	145.565291445448	94.2378544156729	14.0027262960764
ENSG00000001036	496.289210300099	574.215037311366	546.434686555001	372.688441218488	187.340312995012	219.735089569199
ENSG00000001084	900.39712262701	887.743493266652	1017.25073444341	1286.34293007822	1607.72050424811	1428.27808219979
ENSG00000001167	2520.55326882246	2222.88152480658	2275.7609351088	2763.67578155649	2823.72944496119	3462.98192629889
ENSG00000001460	311.926614353721	349.637070264743	394.297187332933	288.033449030355	329.264792536688	276.82312754551
ENSG00000001461	3234.72554705918	2449.22088767317	2728.57254521945	3627.77612864755	4447.34549091796	4480.87241474445
ENSG00000001497	1998.19258030772	2520.5574183821	2758.27986755275	1853.1184265573	2144.76273483381	1948.53322073863
ENSG00000001561	793.317837102598	773.252764968374	838.106578554704	977.661921977585	684.643689309045	927.41133391706
ENSG00000001617	31.6582235463478	0.880697909986758	3.6008875555519	0	0	0
ENSG00000001626	0	0	0	0	0	0
ENSG00000001629	3323.18234814457	4222.94647838651	3469.45515977425	2715.15401774134	3273.34619614922	2843.63057089551
ENSG00000001630	3802.71132244954	2411.35087754374	3012.14244021916	357.202771915781	248.651688157016	513.792341786803
ENSG00000001631	1397.61745714906	1592.30182125606	1436.75413466521	1711.68264692591	1770.08210884378	1493.98318251215
ENSG00000002016	523.29181273669	588.306203871154	466.314938443971	663.819024109384	791.370897924386	541.797794378956
ENSG00000002079	0	0	0	0	0	0
ENSG00000002330	189.949341278087	207.844706756875	335.782764555215	233.317417494123	365.597459299357	298.365783385628
ENSG00000002549	5453.59456796939	12961.2311412751	10490.2856712116	813.513827368888	976.440419246731	909.10007645296
ENSG00000002586	4057.83935926423	4513.57678868214	4094.20915066251	3112.61952984416	2579.6193401495	2568.96170893402
ENSG00000002587	0.931124221951406	0.880697909986758	1.80044377777595	4.12951181405527	5.67697918166704	1.07713279200588
ENSG00000002726	0	0	1.80044377777595	8.25902362811054	0	2.15426558401175
ENSG00000002745	0	0	0.900221888887975	0	0	0
ENSG00000002746	8.38011799756265	3.52279163994703	0.900221888887975	16.5180472562211	9.08316669066727	10.7713279200588
ENSG00000002822	448.801874980578	314.409153865273	336.682986444103	1196.52604812251	1184.21785729574	1026.5075507816
ENSG00000002834	12326.2224501927	9225.31060711129	10285.935302434	5632.65411437138	6287.82214161442	4849.25182961046
ENSG00000002919	1390.16846337345	1430.2534058185	1394.44370588747	693.757984761285	733.465710271382	468.552764522556
ENSG00000002933	7.44899377561125	0	0	9.29140158162435	4.54158334533363	2.15426558401175
ENSG00000003056	9194.85169177013	6468.72614885274	6723.75728810428	9587.69405428282	8736.87096058558	8023.56216765178
